Code Case Number,Address,Code Case Opened Date,Code Case Type,Code Case Closed Date,Code Case District,Code Case Status,Code Case Description
OPM-000470-2018,"2315 ANDY DR
COLUMBIA, MO 65202",11/6/2018,ONS - Property Maintenance,12/12/2018,Second,Resolved,THERE IS A POOL IN THE BACKYARD AND THE FENCE SURROUNDING THE PROPRTY IS NOT HIGH ENOUGH AND DOES NOT SELF LATCH. 
OHN-000467-2018,"1407 BODIE DR
COLUMBIA, MO 65202",11/6/2018,ONS - Health Nuisance,11/16/2018,Second,Resolved,"TRASH AND GARBAGE.  

Tracy Mulligan
7:46 AM (7 hours ago)
to Marsha

It was needing to be mowed last week but I don't believe it was at a level that needs your attention.  The owner's just want to fight about it all.  

I received an email from the Housing Authority that the tenant hires someone to mow regularly.  The small privacy fences behind the 1405-07 are a wreck and they have been storing trash back there.  I am told that they will purchase trash cans so I will wait and see if that occurs.

Tracy"
OHN-000492-2018,"1413 ROSEMARY LN
COLUMBIA, MO 65201",11/6/2018,ONS - Health Nuisance,12/10/2018,Sixth,Resolved,SCATTERED LOOSE TRASH
OHN-000490-2018,"1419 ROSS ST
COLUMBIA, MO 65201",11/6/2018,ONS - Health Nuisance,12/6/2018,Sixth,Resolved,couch on the front porch
OUV-000464-2018,"3418 VALENCIA DR
COLUMBIA, MO 65203",11/6/2018,ONS - Health Unlicensed Vehicle,12/17/2018,Fifth,Resolved,I OBSERVED AN UNLICENSED SILVER 4 DOOR HYUNDIA PARKED ON THE DRIVEWAY
OTOE-000465-2018,"1504 ROSEMARY LN
COLUMBIA, MO 65201",11/6/2018,ONS - Residential Solid Waste Violation,11/7/2018,Sixth,Resolved,"On Tue, Nov 6, 2018 at 8:13 AM tom o'sullivan <osully5040@yahoo.com> wrote:
Marsha;

If you find yourself over this way, the house on the southwest corner of Rosemary and William has a busted up couch that has been setting in the front yard for a while.

Also, yes, 1504 Rosemary Lane has trash out early again. I contacted Solid Waste AGAIN. Somebody's butt needs to get a summons at 1504.

Tom
(573) 228-4036"
OTOE-000488-2018,"1408 BASS AVE
COLUMBIA, MO 65201",11/6/2018,ONS - Residential Solid Waste Violation,11/16/2018,Sixth,Resolved,TOE
OTOE-000489-2018,"410 S WILLIAM ST
COLUMBIA, MO 65201",11/6/2018,ONS - Residential Solid Waste Violation,11/16/2018,Sixth,Resolved,TOE
OHN-000463-2018,"1516 ROSEMARY LN
COLUMBIA, MO 65201",11/6/2018,ONS - Health Nuisance,11/7/2018,Sixth,Resolved,Couch on front lawn
OUV-000471-2018,"3418 VALENCIA DR
COLUMBIA, MO 65203",11/6/2018,ONS - Health Unlicensed Vehicle,1/29/2019,Fifth,Resolved,THERE IS A SILVER 4 DOOR HYUNDIA PARKED ON THE DRIVEWAY INOPERABLE WITH A FLAT TIRE.  
OILER-000462-2018,"1516 ROSEMARY LN
COLUMBIA, MO 65201",11/6/2018,ONS - Illegal Rental,11/6/2018,Sixth,Voided,Couch on front lawn
OTOE-000487-2018,"1413 BODIE DR
COLUMBIA, MO 65202",11/6/2018,ONS - Residential Solid Waste Violation,11/15/2018,Second,Resolved,Trash Out Early
OTOE-000491-2018,"1315 ROSEMARY LN
COLUMBIA, MO 65201",11/6/2018,ONS - Residential Solid Waste Violation,11/16/2018,Sixth,Resolved,TOE
OPM-000457-2018,"5013 ASPEN RIDGE DR
COLUMBIA, MO 65202",11/6/2018,ONS - Property Maintenance,4/2/2019,Second,Resolved,THE FENCE ON THE SOUTH SIDE OF THE PROPERTY IS IN DISREPAIR.
OHN-000482-2018,"1419 WILSON AVE
COLUMBIA, MO 65201",11/7/2018,ONS - Health Nuisance,12/4/2018,Sixth,Resolved,"Piles of old carpet at the curb, Solid waste will not remove in this manner"
OHN-000506-2018,"2309 HENDRIX DR
COLUMBIA, MO 65202",11/7/2018,ONS - Health Nuisance,12/4/2018,Third,Resolved,"OPEN BAGS OF GARBAGE, LOOSE TRASH"
OHN-000505-2018,"2401 HENDRIX DR
COLUMBIA, MO 65202",11/7/2018,ONS - Health Nuisance,3/12/2019,Third,Resolved,"PART OF A CUT DOWN TREE, LOOSE TRASH SCATTERD AT THE CURB"
OHN-000508-2018,"2307 HENDRIX DR
COLUMBIA, MO 65202",11/7/2018,ONS - Health Nuisance,12/4/2018,Third,Resolved,"PILE OF TRASH, DEBRIS AND FURNITURE IN THE FRONT YARD"
OHN-000480-2018,"2310 SEARS CT
COLUMBIA, MO 65202",11/7/2018,ONS - Health Nuisance,11/29/2018,Second,Resolved,TRASH ISSUE
ORC-000481-2018,"903 S PROVIDENCE RD
COLUMBIA, MO 65203",11/7/2018,ONS - Rental Complaint Violation,12/5/2018,Fifth,Voided,over occupancy complaint at 903 S. Providence
OWD-000502-2018,"1519 PARIS RD
COLUMBIA, MO 65201",11/7/2018,ONS - Landscape Management,11/29/2018,Third,Closed,TALL GRASS AND WEEDS
OHN-000503-2018,"2300 HENDRIX DR
COLUMBIA, MO 65202",11/7/2018,ONS - Health Nuisance,12/4/2018,Third,Resolved,"Trash, debris"
OHN-000534-2018,"205 FOURTH AVE
COLUMBIA, MO 65203",11/8/2018,ONS - Health Nuisance,11/19/2018,First,Resolved,11-8-18 COUCH & MATTRESS ON THE BACK DECK VISIBLE FROM THE STREET
OZPARK-000529-2018,"18 FOURTH AVE
COLUMBIA, MO 65203",11/8/2018,ONS -  Residential Parking Violation,12/17/2018,First,Resolved,THERE IS A CAR TRAILER AND AN OLDER MODEL CAMPER TRAILER PARKED ON THE GRASS OF THIS PROPERTY 
OZPARK-000504-2018,"1 MOHAWK AVE
COLUMBIA, MO 65202",11/8/2018,ONS -  Residential Parking Violation,11/16/2018,Third,Resolved,BLACK DODGE SUV PARKED ON THE GRASS
OHN-000531-2018,"18 FOURTH AVE
COLUMBIA, MO 65203",11/8/2018,ONS - Health Nuisance,12/12/2018,First,Resolved,"TRUCK BED FULL OF JUNK, CRAP METAL AND TIRES, TRASH/DEBRIS"
OHN-000535-2018,"17 FOURTH AVE
COLUMBIA, MO 65203",11/8/2018,ONS - Health Nuisance,11/15/2018,First,Resolved,"11-8-18 BAGS OF TRASH , LOOSE TRASH ON FRONT PORCH"
OPM-000512-2018,"213 N GARTH AVE
COLUMBIA, MO 65203",11/9/2018,ONS - Property Maintenance,4/18/2019,First,Resolved,THE CEILING IN THE KITCHEN CAVED IN FROM A WATER LEAK. THERE WAS A TEMPORARY FIX BUT THE WATER IS STILL LEAKING.
OHN-000532-2018,"507 HICKMAN AVE
COLUMBIA, MO 65201",11/9/2018,ONS - Health Nuisance,12/4/2018,First,Resolved,"On Tue, Oct 30, 2018 at 8:51 AM Ken Reeves <ken.reeves@como.gov> wrote:
If you are in this neighborhood today you might check 507 Hickman when
I went by yesterday there is a rolloff dumpster in the driveway and a
SUV with California plates blocking the sidewalk. Thanks

Ken Reeves
Code Enforcement Specialist
City of Columbia"
OHN-000541-2018,"1409 LAMBETH DR
COLUMBIA, MO 65202",11/9/2018,ONS - Health Nuisance,1/25/2019,Third,Resolved,THERE IS AN APPLIANCE SITTING OUTSIDE ON THE DRIVE.  THERE IS ALSO AN ACCUMULATION OF DEBRIS ON THE FRONT PORCH AND DRIVE.
OHN-000540-2018,"1405 LAMBETH DR
COLUMBIA, MO 65202",11/9/2018,ONS - Health Nuisance,12/4/2018,Third,Resolved,APPLIANCE LAYING OUTSIDE ON THE LAWN
OHN-000539-2018,"1609 WILSON AVE
COLUMBIA, MO 65201",11/9/2018,ONS - Health Nuisance,11/30/2018,Sixth,Resolved,Anonymous caller stated someone has left a bag of torn up trash up on Wilson.. in the middle of the sidewalk (it's been there for a bout a week).
OPUNS-000513-2018,"5411 KELSEY DR
COLUMBIA, MO 65202",11/9/2018,ONS - Public Nuisance Structure,11/9/2018,Third,Voided,Chronic Nuisance Property location
OIV-000536-2018,"5411 KELSEY DR
COLUMBIA, MO 65202",11/9/2018,ONS - Health Inoperable Vehicle,1/3/2019,Third,Resolved,"11-9-18  IAN THOMAS REPORTED "" DEAD CARS"" IN THE DRIVE WAY AND JUNK VISIBLE IN THE BACK YARD."
OPM-000533-2018,"520 HUNTRIDGE DR
COLUMBIA, MO 65201",11/12/2018,ONS - Property Maintenance,10/22/2020,Sixth,Resolved,The building envelope has failed in numerous places.  Roof and siding are in disrepair and allowing water penetration into interior of structure.
ORC-000542-2018,"103 THIRD AVE
COLUMBIA, MO 65203",11/12/2018,ONS - Rental Complaint Violation,12/21/2018,First,Resolved,
OSSV-000577-2018,"1808 KEYSTONE DR
COLUMBIA, MO 65203",11/13/2018,ONS - Streets and Sidewalks Violation,12/17/2018,Fourth,Resolved,THERE IS AN OBSTRUCTION OF THE SIDEWALK THAT RUNS ALONG CHAPEL HILL ROAD 
OSSV-000576-2018,"1802 LYMAN CT
COLUMBIA, MO 65203",11/13/2018,ONS - Streets and Sidewalks Violation,12/17/2018,Fourth,Resolved,OBSTRUCTION TO THE SIDEWALK ALONG CHAPEL HILL BEHIND THIS PROPERTY.
OSSV-000553-2018,"10 S WEST BLVD
COLUMBIA, MO 65203",11/13/2018,ONS - Streets and Sidewalks Violation,11/14/2018,Fourth,Voided,OBSTRUCTION OF SITE AND DISTANCE 10 N WEST BLVD/SUNSET LANE EAST
OZV-000543-2018,,11/13/2018,ONS - Zoning Violation,11/13/2018,Unknown,Voided,112 W WORLEY-THERE ARE 7 VEHICLES PARKED ON THE GRASS ON THIS PROPERTY.  
OWD-000552-2018,"10 S WEST BLVD
COLUMBIA, MO 65203",11/13/2018,ONS - Landscape Management,11/13/2018,Fourth,Voided,OBSTRUCTION OF SITE AND DISTANCE 10 N WEST BLVD/SUNSET LANE EAST
OZPARK-000571-2018,"112 W WORLEY ST
COLUMBIA, MO 65203",11/13/2018,ONS -  Residential Parking Violation,1/4/2019,First,Resolved,"AROUND 8 VEHICLES PARKED ON THE GRASS/YARD OF THIS PROPERTY, HOUSE WAS TAKEN DOWN IN OCTOBER 2018"
OZV-000551-2018,"6 BRIGHT STAR DR
COLUMBIA, MO 65203",11/13/2018,ONS - Zoning Violation,12/17/2018,Fourth,Resolved,CALLER STATED A VEHCILE IS PARKED ON THE GRASS AND HAS A DAMAGED FRONT END
OWD-000572-2018,"1808 KEYSTONE DR
COLUMBIA, MO 65203",11/13/2018,ONS - Landscape Management,11/15/2018,Fourth,Voided,LANDSCAPE IS OBSTRUCTING THE SIDEWALK ALONG CHAPEL HILL
OUV-000549-2018,"2201 IRIS DR
COLUMBIA, MO 65202",11/13/2018,ONS - Health Unlicensed Vehicle,11/14/2018,Second,Resolved,UNLICENSED MERCURY VAN GRAY ON THE DRIVEWAY OBSERVED 11-13-18
OSSV-000574-2018,"1807 CUNNINGHAM RD
COLUMBIA, MO 65203",11/13/2018,ONS - Streets and Sidewalks Violation,11/27/2018,Fourth,Resolved,OBSTRUCTION OF SIDEWALK 
OSSV-000560-2018,"10 S WEST BLVD
COLUMBIA, MO 65203",11/14/2018,ONS - Streets and Sidewalks Violation,1/2/2019,Fourth,Resolved,OBSTRUCTION OF SITE AND DISTANCE AT E. SUNSET LN & 10 WEST BLVD S RECEIVED 11-9-18 VIA REPORTING FORM
OHN-000570-2018,"1113 SUNSET LN
COLUMBIA, MO 65203",11/14/2018,ONS - Health Nuisance,11/27/2018,Fourth,Resolved,"THERE IS TRASH, RUBBISH, DEBRIS, A REFRG, CONSTRUCTION MATERIALS IN YARD & DRIVEWAY"
OHN-000586-2018,"709 N FOURTH ST
COLUMBIA, MO 65201",11/15/2018,ONS - Health Nuisance,4/15/2019,First,Resolved,ACCUMULATION OF TRASH AND DEBRIS ON THE NORTH SIDE OF THE HOUSE
OIV-000581-2018,"5205 SANDSTONE DR
COLUMBIA, MO 65202",11/15/2018,ONS - Health Inoperable Vehicle,1/3/2019,Third,Resolved,Car with three flat tires  is parked in the driveway
OUV-000589-2018,"4313 RICE RD
COLUMBIA, MO 65202",11/15/2018,ONS - Health Unlicensed Vehicle,11/30/2018,Third,Resolved,Car at this address with flat tires and no plate on the front
OUV-000591-2018,"4314 RICE RD
COLUMBIA, MO 65202",11/15/2018,ONS - Health Unlicensed Vehicle,1/7/2019,Third,Resolved,WHITE FORD TAURUS - EXP PLATES
OZPARK-000585-2018,"709 N FOURTH ST
COLUMBIA, MO 65201",11/15/2018,ONS -  Residential Parking Violation,4/15/2019,First,Resolved,car on the grass
OUV-000587-2018,"2121 BALLENGER LN
COLUMBIA, MO 65202",11/15/2018,ONS - Health Unlicensed Vehicle,1/3/2019,Third,Resolved,Unlicensed vehicle at this address
OIV-000588-2018,"4313 RICE RD
COLUMBIA, MO 65202",11/15/2018,ONS - Health Inoperable Vehicle,11/30/2018,Third,Resolved,Car at this address with flat tires and no plate on the front
OHN-000605-2018,"1614 BOYD LN
COLUMBIA, MO 65202",11/16/2018,ONS - Health Nuisance,12/14/2019,Third,Resolved,LOOSE TRASH AND BROKEN CHAIR OUTSIDE
OHN-000606-2018,"1509 ROSEMARY LN
COLUMBIA, MO 65201",11/16/2018,ONS - Health Nuisance,11/28/2019,Sixth,Resolved,"OPEN, FULL GARBAGE CAN AT CURB"
OTOE-000624-2018,"2204 PRIMROSE DR
COLUMBIA, MO 65202",11/16/2018,ONS - Residential Solid Waste Violation,11/27/2018,Second,Resolved,TOE AND OPEN BAG OF TRASH IN THE FRONT YARD
OSSV-000626-2018,"2500 MAYFLOWER DR
COLUMBIA, MO 65202",11/16/2018,ONS - Streets and Sidewalks Violation,11/27/2018,Second,Resolved,SIDEWALK OBSTRUCTION OF LOW HANGING TREE LIMBS 
OHN-000627-2018,"601 MCBAINE AVE
COLUMBIA, MO 65203",11/16/2018,ONS - Health Nuisance,12/3/2018,First,Resolved,"TRASH, BAGS TRASH, TIRES, MATTRESS/BEDDING, ETC"
OHN-000607-2018,"1404 WILSON AVE
COLUMBIA, MO 65201",11/16/2018,ONS - Health Nuisance,12/6/2018,Sixth,Resolved,GARBAGE CAN OPEN AND FULL OF GARBAGE AT CURB
OTOE-000625-2018,"2200 PRIMROSE DR
COLUMBIA, MO 65202",11/16/2018,ONS - Residential Solid Waste Violation,11/27/2018,Second,Resolved,LOOSE AND BAGS OF TRASH TOE FRIDAY 
OHN-000640-2018,"4801 HINKSON CREEK RD
COLUMBIA, MO 65202",11/19/2018,ONS - Health Nuisance,12/3/2018,Third,Resolved,"ILLEGAL DUMPED TRASH, TVS , COMPUTER MONITORS AND MATTRESS'S"
OHN-000635-2018,"15 FOURTH AVE
COLUMBIA, MO 65203",11/19/2018,ONS - Health Nuisance,4/8/2019,First,Resolved,"DEAD TREES, FALLEN TREE LIMBS, DEBRIS, OVERGROWN VEGETATION AND LOOSE TRASH VISIBLE FROM THE STREET"
OHN-000637-2018,"1 THIRD AVE
COLUMBIA, MO 65203",11/19/2018,ONS - Health Nuisance,1/10/2019,First,Resolved,"TRASH, LOOSE TRASH, FURNITURE OUTSIDE, CARDBOARD ETC"
OPM-000650-2018,"1000 N EIGHTH ST Unit: APT B
COLUMBIA, MO 65201",11/21/2018,ONS - Property Maintenance,3/25/2020,First,Resolved,"WATER HEATER PILOT LIGHT NOT STAYING LIT, NO HOT WATER. NO HEAT COMING OUT OF SEVERAL DUCTS; THE HEAT IS NOT BEING MAINTAINED AT AN APPROPRIATE TEMPERATURE. THE SUBFLOOR IN THE EASTERN MOST PORTION OF THE UNIT IS IN DISREPAIR, IT IS SAGGING AND THERE IS A SOFT SPOT IN THE FLOOR THAT IF STEPPED UPON TOO HARD WILL NOT HOLD THE WEIGHT. THERE IS AN ANIMAL THAT HAS ENTERED THE CRAWL SPACE AND HAS DAMAGED THE DUCTS, THE HOT AIR IS BLOWING INTO THE CRAWLSPACE. THE ANIMAL HAS ALSO DAMAGED THE INSULATION AND IT IS HANGING DOWN AND ON THE GROUND UNDER THE STRUCTURE."
ORC-000667-2018,"1500 HINKSON AVE Unit: APT C
COLUMBIA, MO 65201",11/26/2018,ONS - Rental Complaint Violation,11/7/2019,Third,Resolved,"-Large crack between door and exterior wall
-Retaining wall in front of front door in disrepair, missing a brick and large hole
-Kitchen floor uneven, un disrepair
-front door rubbing against the kitchen ceiling
-stove burner in disrepair
-living roo"
OSSV-000671-2018,"811 W BROADWAY
COLUMBIA, MO 65203",11/26/2018,ONS - Streets and Sidewalks Violation,11/26/2018,First,Resolved,LOW HANGING LIMB CC FROM 7-6-18 INCIDENT #290539 FROM MICHAEL FORCK
OUV-000699-2018,"2007 GUS CT
COLUMBIA, MO 65202",11/27/2018,ONS - Health Unlicensed Vehicle,1/24/2019,Second,Resolved,2 VEHICLES UNLICENSED ON THIS PROPERTY  PHOTOGRAPHED BY LDF
OUV-000691-2018,"401 HIRTH AVE Unit: APT B
COLUMBIA, MO 65203",11/27/2018,ONS - Health Unlicensed Vehicle,1/10/2019,First,Resolved,"THE REQUEST WAS ENTERED WITH THE WRONG ADDRESS  IT WAS NOT 201   THE VIOLATION WAS AT 401 HIRTH CHANGE THE ADDRESS IN THIS SYSTEM PER LEIGH K.  
MULTIPLE VEHICLES UNLICENSED AND PARKED ON THE GRASS."
OZPARK-000695-2018,"401 HIRTH AVE
COLUMBIA, MO 65203",11/27/2018,ONS -  Residential Parking Violation,1/9/2019,First,Resolved,"3 UNLICENSED VEHICLES PARKED ON THE YARD/GRASS AND  TRAILER ON THE YARD,"
OHN-000688-2018,"209 FOURTH AVE
COLUMBIA, MO 65203",11/27/2018,ONS - Health Nuisance,11/30/2018,First,Resolved,VERY LARGE DEAD TREE LIMB FELL FROM THIS PROPERTY OVER THE SIDEWALK FACING N PROVIDENCE AND BLOCKING SIDEWALK  DANGEROUS
OHN-000687-2018,"114 W LESLIE LN
COLUMBIA, MO 65202",11/28/2018,ONS - Health Nuisance,12/10/2018,Second,Resolved - Involuntarily,CC REGARDING TRASH ON DRIVEWAY AND IN YARD.
OZV-000710-2018,"1807 BEAR CREEK DR
COLUMBIA, MO 65202",11/29/2018,ONS - Zoning Violation,11/30/2018,Second,Resolved,TRUCK PARKED ON THE YARD
ORC-000701-2018,"2508 QUAIL DR Unit: APT B
COLUMBIA, MO 65202",11/29/2018,ONS - Rental Complaint Violation,2/5/2019,Third,Resolved,There is a pipe leaking within the walls the northeastern upper level bedroom's closet. The water has caused the ceiling in the lower level bedroom closet to cave in and water has flooded the lower level bedrooms and living room area. When I was there Mr. Rooter was fixing the leak and stated that it should be in good working order now. Sending violation notice to 443STOP.
OPM-000700-2018,,11/29/2018,ONS - Property Maintenance,11/29/2018,Unknown,Voided,
OZPARK-000719-2018,"808 N WEST BLVD
COLUMBIA, MO 65203",11/29/2018,ONS -  Residential Parking Violation,12/3/2018,First,Resolved,CC MAROON CAR ON THE GRASS N SIDE OF HOUSE
OHN-000721-2018,"401 HIRTH AVE
COLUMBIA, MO 65203",11/29/2018,ONS - Health Nuisance,1/10/2019,First,Resolved,"MULTIPLE VIOLATIONS, TRASH, TIRES, FUNITRURE, APPLICANCES, MOTOR PARTS AND VEHICLE PARTS.  MANY PHOTOS TAKEN 11-29-18"
OHN-000720-2018,"721 MIKEL ST
COLUMBIA, MO 65203",11/29/2018,ONS - Health Nuisance,12/11/2018,First,Resolved,"CARDBOARD, TRASH, LOOSE TRASH VISIBLE FROM MIKEL STREET"
OHN-000713-2018,"706 HUNT AVE
COLUMBIA, MO 65203",11/30/2018,ONS - Health Nuisance,1/9/2019,First,Resolved,"COMPLAINT IS ABOUT 706 HUNT   
EMAIL CAME IN FROM 11-23-18
THERE IS 3-4 INCHES OF SNOW ON THE GROUND, GOING TO SET UP AN INSPECTION AS SOON AS IT'S MELTED SOME."
OHN-000725-2018,"200 THIRD AVE
COLUMBIA, MO 65203",11/30/2018,ONS - Health Nuisance,12/7/2018,First,Resolved - Involuntarily,appears to have squatters
OZVO-000728-2018,"903 S PROVIDENCE RD
COLUMBIA, MO 65203",11/30/2018,ONS - Zoning Violation - Occupancy,12/5/2018,Fifth,Referred to Prosecutor,transfer from case 481  wrong code type
OUV-000742-2018,"17 FOURTH AVE
COLUMBIA, MO 65203",12/3/2018,ONS - Health Unlicensed Vehicle,1/9/2019,First,Resolved,MAROON GMC VAN THAT BELONGS TO THE NEIGHBOR ACROSS THE STREET.  REVA ALLOWED MR. SMITH TO PARK IT THERE
OHN-000778-2018,"1011 JEFFERSON ST
COLUMBIA, MO 65203",12/3/2018,ONS - Health Nuisance,12/18/2018,First,Resolved,"APPLICANCE ON SIDE OF HOUSE, CARDBOARD, TIRE ON RIM IN BACKYARD"
OHN-000744-2018,"4 FOURTH AVE
COLUMBIA, MO 65203",12/3/2018,ONS - Health Nuisance,12/18/2018,First,Resolved,significant loose trash
OZPARK-000781-2018,"306 OAK ST
COLUMBIA, MO 65203",12/3/2018,ONS -  Residential Parking Violation,1/2/2019,First,Resolved,FORD SUV PARKED ON THE YARD END OF DRIVWAY
OZV-000776-2018,"1012 JEFFERSON ST
COLUMBIA, MO 65203",12/3/2018,ONS - Zoning Violation,12/5/2018,First,Voided,"BLACK HONDA AND BODY DAMAGE PARKED ON THE YARD  MULTIPLE TIMES THIS VIOLATION HAS OCCURED 
VOIDED CASE THIS PICKED UP ONS ZONING BY MISTAKE AND ISSUE WITH PRINTING THIS LETTER/NOTICE, MP SAID TO VOID"
OZPARK-000777-2018,"1012 JEFFERSON ST
COLUMBIA, MO 65203",12/3/2018,ONS -  Residential Parking Violation,12/18/2018,First,Resolved,"THERE IS A BLACK HONDA PARKED ON THE FRONT YARD, MULTIPLE VIOLATIONS OF PARKING ON THE YARD"
OZV-000741-2018,"17 GIPSON CT
COLUMBIA, MO 65202",12/3/2018,ONS - Zoning Violation,12/11/2018,Second,Resolved,17 GIBSON HAS PARKED A TRAILER ON THEIR FRONT YARD
OHN-000780-2018,"201 THIRD AVE
COLUMBIA, MO 65203",12/3/2018,ONS - Health Nuisance,12/18/2018,First,Resolved,SOFA ON THE PORCH
OHN-000772-2018,"1001 JEFFERSON ST
COLUMBIA, MO 65203",12/3/2018,ONS - Health Nuisance,12/18/2018,First,Resolved,"From: Marsha Perkins <Marsha.Perkins@como.gov>
Date: Mon, Dec 3, 2018 at 7:24 AM
Subject: Nuisance Line Call - 1001 Jeffeson
To: Leigh Kottwitz <leighkottwitz@gmail.com>


There was a call from a man who stated this property appeared to be abandoned for a while, and now someone is living there.  He said that he doesn't think it has been inspected, and questions if it is safe.  He did not say why he thought it was unsafe, except for the fact that it was ""abandoned"" for a while.  I checked records, and it was sold be in 2016.  It has a current rental certificate as well.  Caller id shows the number the man was calling from was 573-228-6658.  The name showed up as Robert Woolf."
